id,venue_name,venue_type,main_bus,venue_add_one,venue_add_two,venue_pcode,venue_web,venue_phone,venue_email,venue_fb,venue_tw,org_own,mger,mger_email,mger_phone,online_contact_form,follow_up,venue_city,venue_country,notes,std_sign_off,res_sign_off,s_kick_id,latitude,longitude,constituency,wday_opening,wday_closing,wkd_opening,wkd_closing,show_opening,show_closing,variations,promoters,venue_capacity,outdoor_space,type_outdoor_space,Instagram ,PRS Type,PRS Venue cat,Omic,gigmainbiz,MD_pad,NPO,FAC,AIE,MVT,Year Venue Opened ,Year Venue Closed ,LAP_areas 
247,Metrocola,"bar, pub with music",no,2 Leece Street,Liverpool,L12TR,https://www.metrocolaliverpool.com/,NA,metrocolaliverpool@gmail.com,https://www.facebook.com/metrocolaliverpool,NA,Robert Sean Gutmann,Ashley,metrocolaliverpool@gmail.com,NA,NA,,Liverpool,England,Optional outside area due to retractable roof,,,,53.40182,-2.97386,,12:00:00,23:00:00,11:00:00,04:00:00,,,THU/12:00/04:00; FRI/12:00/04:00; SUN/11:00/23:00,,,Y,TA,https://www.instagram.com/metrocola/,,,1,,1,,1,,,2021,,
248,Pacific Road Arts Centre,arts,no,Pacific Road,Birkenhead,CH411LJ,NA,0151 647 0752,NA,NA,NA,N/A,,,,NA,,Birkenhead,England,"Area now has a creative collaboration space, similar to that at Baltic Creative",,,9298,53.39662,-3.01308,,,,,,19:30:00,00:00:00,,,410,N,,,Live Music Venue,Major Live Events,,,,,,,,,2011,
249,Floral Hall and Southport Theatre,theatre,no,The Promenade,Southport,PR90DZ,NA,01704 500036,NA,NA,https://twitter.com/stcctheatre,N/A,,,,NA,,Southport,England,"Hall built in 1930, theatre added in 1973",C,,,53.652,-3.00621,,,,,,,,,,1200,N,,,Theatre,Major Live Events,,,,,,,,1930,2020,
250,3B Records,other,no,5 Slater Street,Liverpool,L14BW,NA,0151 707 6444,thomas@3brecords.co.uk,https://www.facebook.com/3B.Records,https://twitter.com/3BRecords_,Thomas Howard Tuft,NA,NA,NA,NA,,Liverpool ,England,,C,,,53.40286,-2.97917,,,,,,,,Currently closed,,100,N,,https://www.instagram.com/3brecords/,Shop,Gigs and Clubs,,,,,,,,1989,2021,
251,Attic ,"bar, pub with music",no,33-45 Parr Street,Liverpool,L14JN,https://www.theatticliverpool.com/,0151 708 6345,james@theatticliverpool.com,https://www.facebook.com/atticliverpool/,https://twitter.com/atticliverpool/,N/A,,,,NA,,Liverpool,England,,C,,1989214,53.401459,-2.979085,,,,,,,,Currently closed,,300,Y,TA,https://www.instagram.com/theatticliverpool/,Public House,Gigs and Clubs,,,,,,,,2009,2021,
252,Basement 20,smallvenue,yes,20-22 Hardman Street,Liverpool,L19AX,NA,0792 509546,NA,https://www.facebook.com/Basement-20-records-198687310218968/,NA,N/A,,Fb message ,,NA,,Liverpool ,England,,C,,1382476,53.40162,-2.97186,,,,,,,,Currently closed,,300,N,,,Public House,Gigs and Clubs,,1,,,,,,2011,2012,
253,Bramley Moore Dock,largeclub,yes,"Bramley Moore Dock, Regent Road",Liverpool,L30AP,https://bramleymooredock.live/,NA,info@bramleymooredock.live,NA,NA,N/A,,,,NA,,Liverpool,England,Used as a music venue from around 2016,C,,,53.425,-3.003,,,,,,14:00:00,23:00:00,,,5000,N,,,,,,1,,,,,,2016,2021,
254,Buyers Club,"bar, pub with music",no,24 Hardman Street,Liverpool,L19AX,https://www.buyers-club.co.uk/,0151 709 2400,info@buyers-club.co.uk,https://www.facebook.com/buyersclubliverpool/,https://www.facebook.com/buyersclubliverpool/,Secret Diners Club,NA,NA,NA,NA,,Liverpool,England,"Live music space closed in 2018, venue is still a restaurant/bar",C,,3167844,53.40129,-2.97177,,,,,,,,Closed,,270,Y,BOTH,https://www.instagram.com/buyersclubliverpool/,Public House,Gigs and Clubs,,,,,,,,2015,2018,
255,Drop The Dumbulls,smallvenue,yes,2 Dublin Street,Liverpool,L37DT,NA,NA,dublinstgallery@gmail.com,https://www.facebook.com/DropTheDumbulls/,NA,ake Florek,,emailed,,NA,,Liverpool,England,,C,,3330819,53.42001,-2.9968,,,,,,,,Currently closed,,80,N,,https://www.instagram.com/post.dropthedumbulls/,,Gigs and clubs,,1,,,,,,2014,2020,
256,Evil Eye,"bar, pub with music",no,208 Smithdown Road,Liverpool,L153JT,https://www.evil-eye-burrito-shack.co.uk/,0151 352 1805,evileyeliverpool@gmail.com,https://www.facebook.com/evileyebar/,https://twitter.com/evileyeburritos,Jennifer Greenwood,,,,NA,,Liverpool ,England,,,,2803923,53.3905,-2.93071,,,,,,,,Closed,,50,Y,TA,https://www.instagram.com/evileyeliverpool/,Restaurant/Cafe,Gigs and Clubs,,,,,,,,2012,2021,
257,Hannah's,"bar, pub with music",no,2 Leece Street,Liverpool,L12TR,NA,NA,info@barhannah.co.uk,NA,https://twitter.com/hannahs_bar?lang=en,Gerald Conteh,,,,NA,,Liverpool ,England,Replaced by bar/restaurant Metrocola,,,1635343,53.40187,-2.97386,,,,,,,,Closed,,,N,,https://www.instagram.com/hannahsbar/,Public House,Gigs and Clubs,,,,,,,,1989,2021,
258,LEAF on Parliament Street,rest,no,27 Parliament St,Liverpool,L85RN,NA,NA,NA,NA,NA,NA,,,,NA,,Liverpool,England,,,,,53.40322,-2.97718,,,,,,,,Closed,,,,,,Shop,,,,,,,,,2009,2010,
259,On Air,"bar, pub with music",no,"Cains Brewery, Stanhope Street",Liverpool,L85XJ,NA,NA,enquiry@onairliverpool.com,https://www.facebook.com/OnAirLiverpool,https://twitter.com/OnAirLiverpool,NA,,,,NA,,Liverpool,England,,,,3842369,53.39397,-2.97918,,,,,,,,,,,N,,,,Gigs and clubs,,,,,,,,2018,2019,
260,Sound,"bar, pub with music",no,52 Duke Street,Liverpool,L15AA,NA,07564 625019,NA,https://www.facebook.com/SoundDukeStreet/,https://twitter.com/sounddukestreet,Paul Coakley ,,,,NA,,Liverpool,England,"Capacity for basement, where gigs held",C,,4033609,53.4019,-2.98283,,,,,,,,Closed,,100,Y,SA,https://www.instagram.com/sounddukestreet/,Restaurant/Cafe,Gigs and Clubs,,,,,,,,2012,2020,
261,Whitts End,"bar, pub with music",no,43 Market Street,Holyake,CH472BG,https://whitts-end-wine-and-cocktail-bar.business.site/,0151 903 6038,NA,https://www.facebook.com/whittsendgin/,NA,NA,,,,NA,,Wirral,England,,,,,53.393503,-3.17616,,,,,,,,,,,N,,https://www.instagram.com/whittsendhoylake/,Wine Bar,Gigs and Clubs,,,,,,,,2018,2022,
262,Lantern Theatre,theatre,no,57 Blundell Street,Liverpool,L10AJ,http://www.lanterntheatreliverpool.co.uk/,NA,NA,NA,https://twitter.com/ltliv,Anthony Hughes,,,,NA,,Liverpool,England,,,,2079579,53.39682,-2.98382,,,,,,19:30:00,22:00:00,,,,N,,https://www.instagram.com/ltliv/,Theatre,Major Live Events,,1,,,,,,2009,2016,
263,Constellations,"bar, pub with music",no,35-39 Greenland Street,Liverpool,L10BS,NA,0151 345 6302,info@constellations-liv.com,https://www.facebook.com/constellations.liv/,https://twitter.com/constellationsl,Constellations Venue Ltd,NA,NA,NA,NA,,Liverpool,England,,,,,53.39491,-2.97844,,,,,,,,Closed,,,Y,TA,https://www.instagram.com/constellationsliverpool/,,,,,,,,,,2014,2021,
264,The Brink,Rest,no,15-21 Parr Street,Liverpool,L14JN,https://www.thebrink.org.uk/,0151 703 0582,brinkinfo@forwardtrust.org.uk,https://www.facebook.com/brink.liverpool/,https://twitter.com/thebrinklpool,N/A,,,,NA,,Liverpool,England,Non-alcoholic bar,,,,53.4018,-2.97967,,10:00:00,16:00:00,10:00:00,16:00:00,,,Closed SAT/SUN,,,Y,SA,https://www.instagram.com/thebrinklpool/,Restaurant/Cafe,,,,,,,,,2011,,
265,Baa Bar,smallclub,yes,43 Fleet Street,Liverpool,L14AR,http://baabar.co.uk/liverpool,0151 708 8673,party@baabar.co.uk,https://www.facebook.com/baa.liverpool,https://twitter.com/baabarltd,BAA BAR LTD,,emailed,,NA,,Liverpool,England,,C,,,53.40286,-2.97955,,20:00:00,04:00:00,20:00:00,04:00:00,,,Closed SUN,,300,Y,TA,https://www.instagram.com/baabarliverpool/,,,,1,,,,,,1991,,
266,Envi,largeclub,yes,17-21 Fleet Street,Liverpool,L14AR,NA,NA,NA,NA,NA,N/A,,,,NA,,Liverpool,England,Now Fusion | Also hosted boxing,C,,,53.40366,-2.98112,,22:00:00,04:00:00,22:00:00,04:00:00,,,Closed TUE,,850,N,,,,,,1,,,,,,2009,2015,
267,Ink Bar,largeclub,yes,78-82 Wood Street,Liverpool,L14DQ,https://www.inkbarliverpool.co.uk/,07808 834584,info@inkbarliverpool.co.uk,https://www.facebook.com/weareinkbar,https://twitter.com/weareinkbar,Kevin Midgley,,,,NA,,Liverpool,England,Prior Igloo (bar),C,,,53.40241,-2.97831,,22:00:00,03:00:00,22:00:00,03:00:00,,,Closed MON/TUE/WED/THU,,750,N,,https://www.instagram.com/weareinkbar/,,,,1,,,,,,2015,,
268,Liverpool Naval Club,social,no,38 Bowring Park Road,Liverpool,L143NN,https://liverpoolnavalclub.co.uk/,0151 280 5051,sales@liverpoolnavalclub.co.uk,https://www.facebook.com/NavalClub/,NA,Mark Nicholas,,,,https://liverpoolnavalclub.co.uk/contact-us/,,Liverpool,England,Some daytime events | Capacity split across two spaces evenly,,,,53.40584,-2.89778,,,,,,19:30:00,02:00:00,,,500/240,N,,https://www.instagram.com/liverpoolnavalclub/,,,,,,,,,,,,
269,Red Brick Vintage,other,no,"Stanhope Street, Cains Brewery",Liverpool,L85RE,https://redbrickmarkets.co.uk/,07900 265475,NA,https://www.facebook.com/RedBrickMarket/,https://twitter.com/r_b_vintage,N/A,,,,https://redbrickmarkets.co.uk/,,Liverpool,England,,,,,53.39406,-2.97807,,10:00:00,18:00:00,10:00:00,18:00:00,,,SUN/10:00/17:00,,,Y,SA,https://www.instagram.com/redbrickmarket,,,,,,,,,,2016,,
270,Rubber Soul,"bar, pub with music",no,9 Mathew Street,Liverpool,L26RE,https://rubber-soul.co.uk/,0151 351 6702,info@rubber-soul.co.uk,https://www.facebook.com/RubberSoulMathewSt/,https://twitter.com/rubbersoulclub,Pub Invest Group,Jimmy ,jimmy@jsmbars.co.uk,NA,https://rubber-soul.co.uk/contact/,,Liverpool,England,,,,,53.40641,-2.98739,,10:00:00,23:00:00,10:00:00,03:00:00,,,THU/10:00/02:00,,,Y,SA,https://www.instagram.com/rubbersoulbar/,Public House,,,,,,,,,2010,,
271,The Lodge,"bar, pub with music",no,33 Lark Lane,Liverpool,L178US,https://oldropewalks.co.uk/thelodgelarklane/,0151 727 6636,thelodge@oldropewalks.co.uk,https://www.facebook.com/profile.php?id=100057169944424,https://twitter.com/lodgel17,Old Rope Walks Ltd,,,,NA,,Liverpool,England,Formerly Negresco ,,,,53.38071,-2.94622,,10:30:00,23:30:00,10:30:00,01:00:00,,,,,,Y,BOTH,https://www.instagram.com/thelodgelarklane/,,,,,,,,,,2012,,
272,The Albert,"bar, pub with music",no,66-68 Lark Lane,Liverpool,L178UU,https://www.crafted-social.co.uk/albert-hotel-liverpool,0151 726 9119,alberthotel.liverpool@stonegatepubs.com,https://www.facebook.com/TheAlbertHotel/,https://twitter.com/AlbertLarkLane,Stonegate Pub Company Limited,,,,NA,,Liverpool,England,,,,,53.3817,-2.94492,,12:00:00,23:00:00,12:00:00,00:00:00,,,,,,Y,TA,,,,1,,,,,,,1870,,
273,The Black Bull,"bar, pub with music",no,Gatacre Brow,Liverpool,L253PA,https://www.emberinns.co.uk/nationalsearch/northwest/the-black-bull-liverpool#/,0151 421 1819,blackbullliverpool@emberinns.co.uk,https://www.facebook.com/profile.php?id=100063626050971&ref=py_c&_rdr,NA,Mitchells & Butlers,,,,NA,,Liverpool,England,,,,,53.38347,-2.86284,,11:00:00,23:00:00,11:00:00,00:00:00,,,,,,Y,SA,,,,,,,,,,,1750,,
274,The Blackburne Arms Gastro Pub and Hotel,"bar, pub with music",no,24 Catherine Street,Liverpool,L87NL,https://theblackburneliverpool.com/,0151 709 9159,blackburneliverpool@hotmail.com,https://www.facebook.com/theblackburneCatherinestreet/,https://twitter.com/theblackburne,Stephen Sinclair,,,,https://theblackburneliverpool.com/contact/,,Liverpool,England,,,,,53.39956,-2.96838,,09:00:00,23:00:00,09:00:00,23:00:00,,,TUE/09:00/00:00; SAT/09:00/00:00,,,Y,SA,https://www.instagram.com/theblackburneliverpool/,,,,,,,,,,1920,,
275,The Blarney Stone,"bar, pub with music",no,33 Renshaw Street,Liverpool,L12SF,NA,0151 709 6132,NA,https://www.facebook.com/pages/Blarney-Stone-Liverpool/485377588290976,NA,Rosewell Ltd,,,,NA,,Liverpool,England,,,,,53.40428,-2.97722,,,,,,,,,,,N,,,,,,,,,,,,2015,,
276,The Highfield Social Club,social,no,Lexham Road,Liverpool,L141PT,NA,0151 280 1344,NA,https://www.facebook.com/profile.php?id=100069073270876,NA,Makhan Singh,,,,NA,,Liverpool,England,,C,,,53.41526,-2.9046,,16:00:00,23:00:00,15:00:00,00:00:00,,,MON/15:00/23:00; SAT/12:00/00:00; SUN/12:00/23:00,,140,N,,,,,,,,,,,,1958,,
277,The Liverpool Actors' Studio,Arts,no,36 Seel Street,Liverpool,L14BE,NA,NA,NA,NA,NA,Barrie English/ Catherine Wall,,,,NA,,Liverpool,England,Also hosted matinee shows,,,,53.40286,-2.98163,,,,,,19:30:00,22:30:00,,,80,N,,,,,,,,,,,,,,
278,The Refinery,rest,no,"Josephine Butler Building, Hope Street",Liverpool,L19BQ,http://www.therefinery-liverpool.co.uk/,0151 294 3024,info@therefinery-liverpool.co.uk,https://www.facebook.com/TheRefineryLiverpool/,https://twitter.com/refinerylpool,Fed & Watered Hospitality,Sophie,info@therefinery-liverpool.co.uk,NA,NA,,Liverpool,England,,C,,,53.40165,-2.97012,,11:00:00,22:00:00,11:00:00,00:00:00,,,THU/11:00/23:00; SUN/10:00/22:00,,200,Y,SA,https://www.instagram.com/therefineryliverpool/,Restaurant/Cafe,,,,,,,,,2016,2023,
279,Ye Cracke,"bar, pub with music",no,13 Rice Street,Liverpool,L19BB,NA,0151 709 4171,NA,https://www.facebook.com/yecracke/,https://twitter.com/YeCrackePub,Old Hall Inns & Taverns Ltd,,,,NA,,Liverpool,England,,,,,53.40042,-2.97197,,12:00:00,23:00:00,12:00:00,00:00:00,,,MON/13:00/23:00; SUN/13:00/22:00,,,Y,TA,,,,,,,,,,,1846,,
280,The White Star,"bar, pub with music",no,2-4 Rainford Gardens,Liverpool,L26PT,NA,0151 231 6861,NA,https://www.facebook.com/whitestar.matthewst/,NA,Jacqueline Anne Buxton,,,,NA,,Liverpool,England,,,,,53.40624,-2.98625,,,,,,,,,,,Y,SA,,,,,,,,,,,1880,,
281,Walton Social Club,social,no,7 Church Road,Liverpool,L45TX,NA,0151 525 2626,fdavies@outlook.com,https://www.facebook.com/waltonsocialclub/,NA,Francis Davies,,,,NA,,Liverpool,England,"Live music through open mic, karaoke, and cabaret on Wednesday, Friday, and Saturday respectively",,,,53.44409,-2.96544,,,,,,,,,,,,,,,,,,,,,,,,,
282,Newz Bar,smallclub,no,18 Water Street,Liverpool,L28TD,NA,0151 236 2025,NA,NA,https://mobile.twitter.com/NewzBarLpool,NA,NA,NA,NA,NA,,Liverpool,England,,,,,53.40658,-2.99323,,,,,,,,,,400,N,,,,,,,,,,,,2000,2014,
283,Sketch Bar,"bar, pub with music",no,21 London Road,Liverpool,L38HR,NA,07502 189509,sketchbarliv@gmail.com,https://www.facebook.com/SketchBarLiverpool/,NA,Michael Palombella,,,,NA,,Liverpool,England,,,,,53.40943,-2.97743,,12:00:00,00:00:00,12:00:00,00:00:00,,,,,,N,,https://www.instagram.com/sketchbarliverpool/,,,,,,,,,,2021,,
284,Gustav Adolf Church,church,no,138 Park Lane,Liverpool,L18HG,http://nordicliverpool.co.uk,0151  7097763,nordic.church.l-pool@hotmail.co.uk,https://www.facebook.com/pages/Gustav-Adolf-Church-Liverpool/1545479692339674,,N/A,,,,,,Liverpool,England,,,,,53.39975349,-2.984403564,,,,,,19:30:00,22:00:00,,,,N,,https://www.instagram.com/explore/locations/420690330/gustav-adolf-church-liverpool/,,,,,,,,,,1884,,
285,L’Aperitivo ,"bar, pub with music",No,112 Bold Street,Liverpool,L14HY,https://laperitivoliverpool.co.uk/,N/A,ciao@laperitivoliverpool.com,https://www.facebook.com/laperitivoliverpool/,N/A,OR Bold Street Limited,Amanda,amandahollenback@gmail.com,7985774090,,,Liverpool,England,,,,,53.40226,-2.97674,,15:00:00,00:00:00,12:00:00,02:00:00,N/A,N/A,SUN/12:00/00:00,,90,N,,https://www.instagram.com/laperitivoliverpool/,N/A,N/A,,,,,,,,2022,,
286,Dirty O’Sheas,"bar, pub with music",No,57 Seel Street,Liverpool,L14FB,https://dirtyosheas.co.uk/,0151 351 6711,NA,https://www.facebook.com/dirtyosheas/?locale=en_GB,NA,Pub Invest Group,Jeff Greer,jeff.greer@jsmbars.com,7547102009,https://dirtyosheas.co.uk/contact/,,Liverpool,England,,,,,53.40189,-2.97851,,15:00:00,02:00:00,12:00:00,04:00:00,NA,NA,,,,Y,,https://www.instagram.com/dirtyosheasliverpool/?hl=en,NA,NA,,,,,,,,2019,,
287,Spanish Caravan ,"bar, pub with music",no,34 Slater Street,Liverpool,L14BX,NA,NA,NA,https://www.facebook.com/SpanishCaravanLiverpool/,NA,The Lord Strange Limited,Michael Garth,spanishcaravan21@gmail.com,7507890916,NA,,Liverpool,England,,,,,53.4021,-2.98032,,12:00:00,23:45:00,12:00:00,02:00:00,NA,NA,,,100,Y,,https://www.instagram.com/spanish_caravan_liverpool/?hl=en,Public House,Gigs and clubs,,,,,,,,2021,,
288,Petit Cafe Du Coin ,"bar, pub with music",No,60 Berry Street,Liverpool,L14JQ,https://petitcafe.uk/,NA,pcdc@dgb-hospitality.com,https://www.facebook.com/PetitCafeDuCoin/,https://twitter.com/PetitCafeDuCoin,DGB hospitality ,Bethany Parker,pcdc@dgb-hospitiality.com,7809530864,,,Liverpool,England,Jazz bands,,,,53.40022,-2.97648,,15:00:00,01:00:00,12:00:00,01:00:00,NA,NA,,,38,N,NA,https://www.instagram.com/petitcafeducoin/,Restaurant/Cafe,,,,,,,,,2017,,
289,Petit Cafe Du Quartier,"bar, pub with music",No,137-139 Allerton Road,Liverpool,L182DD,https://petitcafe.uk/,NA,pcdc@dgb-hospitality.com,https://www.facebook.com/PetitCafeDuCoin/,https://twitter.com/PetitCafeDuCoin,DGB hospitality ,Rachel Atkinson,pcdq@dgbhospitality.com,7947947769,NA,,Liverpool,England,Jazz bands,,,,53.38506,-2.90693,,15:00:00,01:00:00,12:00:00,01:00:00,NA,NA,Closed MON/TUE,,60,Y,,https://www.instagram.com/petitcafeduquartier/,Restaurant/Cafe,,,,,,,,,2022,,
290,Papillion,rest,No,31 Hope Street,Liverpool,L19BQ,https://papillonhopestreet.com/,7706848821,hello@papillonhopestreet.com,https://www.facebook.com/PapillonHopeStreet/,NA,Rob Gutmann,Alicia Shiells,gm@papillionhopestreet.com,NA,NA,,Liverpool,England,,,,,53.40045,-2.97089,,10:00:00,23:00:00,09:00:00,23:00:00,NA,NA,,,300,Y ,,https://www.instagram.com/papillonhopestreet/,Restaurant/Cafe,,,,,,,,,2019,,
291,Sotto,"bar, pub with music",No,54 Wood Street,Liverpool,L14AQ,https://sottoliverpool.com/,NA,Info@sottoliverpool.com,https://www.facebook.com/sottoliverpool,NA,Pedro Hunter/ Laura Jackson,,Emailed,,NA,,Liverpool,England,Hosts events for Mellowtone,,,,53.40316,-2.97964,,NA,NA,16:15:00,02:00:00,,,Closed MON/TUE/WED/THU,,,N,NA,https://www.instagram.com/sottoliverpool/,,,1,,,,,,,2022,,
292,Albert Schloss,"bar, pub with music",no,"Radiant House, 18-26 Bold Street",Liverpool,L14DS,https://www.albertsschloss.co.uk/liverpool/,0151 312 8998,eventsliverpool@albertsschloss.co.uk,https://en-gb.facebook.com/AlbertsSchlossLiverpool/,https://twitter.com/AlbertsSchloss,Zecol Thomas Limited,,emailed,,NA,,Liverpool,England,Live Music 7 nights a week,,,,53.40424,-2.98069,,09:00:00,12:00:00,09:00:00,01:00:00,NA,NA,,,,Y,,https://www.instagram.com/albertsschloss/,Restaurant/Cafe,,,,,,,,,2022,,
293,Tonight Josephine ,"bar, pub with music",No,87-89 Hanover Street,Liverpool,L13DZ,https://www.tonightjosephine.co.uk/venue/liverpool/,1515581441,NA,https://www.facebook.com/TonightJosephineBar/?locale=en_GB,NA,,Danny Quoc Vi Duong,,,NA,,Liverpool,England,"Drag Acts, DJ’s",,,,53.40452,-2.98158,,16:00:00,01:00:00,12:00:00,03:00:00,NA,NA,THU/16:00/02:00; FRI/16:00/02:30; SUN/16:00/01:00,,400,N,NA,https://www.instagram.com/tonightjosephine/,Restaurant/Cafe,,,,,,,,,2022,NA,
294,O’Neills ,"bar, pub with music",no,68 Hanover Street,Liverpool,L14AG,https://www.oneills.co.uk/national-search/north-west/liverpool#/,0151 709 7360,NA,https://www.facebook.com/ONeills.Liverpool.group.page/?locale=en_GB,https://twitter.com/oneillspubs,Mitchells and Butlers Leisure Retail LTD,,,,https://surveys.reputation.com/surveys3/run?tenantKey=12543018a7d&templateKey=mabenquiry&stylesheet=Highstreet&locationCode=000011&property-value-brand=O%27Neill%27s&enabledBanner=true&locale=en_GB,,Liverpool,England,,,,,53.40435,-2.9809,,10:00:00,00:00:00,10:00:00,02:00:00,NA,NA,SAT/SUN/09:00/02:00,,400,N,NA,https://www.instagram.com/oneillspubs/,NA,NA,,,,,,,,,NA,
295,The Railway,rest,no,Duke Street ,Formby ,L374AS,https://www.emberinns.co.uk/nationalsearch/northwest/the-railway-formby#/,01704 831072,railwayformby@emberinns.co.uk,https://www.facebook.com/TheRailwayFormby/?locale=en_GB,https://twitter.com/railway_formby?lang=en-GB,Ember Inns,,,,https://enquiry.guestfeedback.co.uk/EmberInnenquiry,,Formby,England,Covers gigs ,,,,53.55313,-3.0697,,11:00:00,23:00:00,11:00:00,00:00:00,NA,NA,SAT/10:00/00:00; SUN/10:00/23:00,,,Y,,https://www.instagram.com/therailwayformby1/,,,,,,,,,,,,
296,The Thirsty Duck,"bar, pub with music",No,"Units 9/10, Burscough Wharf",Ormskirk ,L405RZ,https://thirstyduck.co.uk/,1704894600,info@thethirstyduck.co.uk,https://www.facebook.com/thethirstyduckUK,NA,,,,,https://thirstyduck.co.uk/contact/,,Ormskirk,England,Covers gigs ,,,,53.60273636,-2.842219872,,14:00:00,21:00:00,13:00:00,23:30:00,NA,NA,SUN/14:00/23:00,,,,,https://www.instagram.com/the_thirsty_duck_uk/,,,,,,,,,,,,
297,Haus,smallclub,Yes,2 Eberle Street,Liverpool,L22HF,NA,7933825677,hausnightclub@hotmail.com,https://www.facebook.com/HausNytClub,https://twitter.com/HausNytClub,Shua Party Ltd ,Carl,,7506631436,NA,,Liverpool,England,"Live DJ, sax and percussion",,,,53.40822967,-2.98970512,,NA,NA,12:00:00,07:00:00,NA,NA,,,300,N,NA,https://www.instagram.com/hausnytclub/?hl=en,,,,1,,,,,,2016,,
298,Chiquito ,rest,no,"Liverpool Shopping Park, Edge Lane",Liverpool,L131EW,https://www.chiquito.co.uk/restaurants/north-west/liverpool/liverpool-edge-lane,0151 254 1267,NA,https://www.facebook.com/ChiquitoLiverpoolEdgeLane/,NA,TRG Leisure Ltd ,,,,NA,,Liverpool,England,Open Mic ,,,,53.40995907,-2.923862323,,12:00:00,22:00:00,12:00:00,22:00:00,NA,NA,,,,,,NA,,,1,,,,,,,,,
299,Neighbourhood ,"bar, pub with music",no,62 Castle Street,Liverpool,L27LQ,https://www.neighbourhoodrestaurant.co.uk/venues/liverpool/,0151 230 1717,liverpool@neighbourhoodrestaurant.co.uk,https://www.facebook.com/NeighbourhoodLiverpool,NA,ECC Midco Ltd,,emailed,,NA,,Liverpool,England,"Live DJ, sax and percussion",,,,53.40561668,-2.99058578,,16:00:00,02:00:00,12:00:00,03:00:00,NA,NA,Closed MON/TUE/WED; SAT/10:00/03:00; SUN/10:00/02:00,,200,N,NA,https://www.instagram.com/nbhdrestaurants/,Restaurant/Cafe,,,,,,,,,,,
300,Castle Street Townhouse,"bar, pub with music",no,25-27 Castle Street,Liverpool,L24TA,https://castlesttownhouse.co.uk/,0151 363 7509,info@castlestreettownhouse.co.uk,https://www.facebook.com/CastleStTH,https://twitter.com/castlestth?lang=en,Mr Bakir Bagmaci,,emailed,,NA,,Liverpool,England,Covers gigs,,,,53.40648108,-2.990638194,,09:00:00,23:30:00,09:00:00,02:00:00,NA,NA,SUN/09:00/23:30,,,Y,SA,https://www.instagram.com/castlesttownhouse/,Restaurant/Cafe,,,,,,,,,,,
301,Co.Co ,"bar, pub with music",no,48 Castle Street,Liverpool,L27LQ,https://cocoliverpool.co.uk/,NA,NA,NA,NA,,,,,https://cocoliverpool.co.uk/,,Liverpool,England,Covers gigs,,,,53.40571019,-2.990863623,,10:00:00,23:00:00,10:00:00,02:00:00,NA,NA,,,,N,,https://www.instagram.com/co.co.liverpool/?hl=en,,,,,,,,,,,,
302,Underground Gin Society ,"bar, pub with music",no,48A Castle Street,Liverpool,L27LQ,NA,0151 236 2942,theundergroundginsociety@outlook.com,https://www.facebook.com/theundergroundginsociety/?locale=en_GB,https://twitter.com/tugsliverpool?lang=en-GB,School Lane Investments NW LTD,,,,NA,,Liverpool,England,Covers gigs,,,,53.40587795,-2.990631518,,18:00:00,00:00:00,15:00:00,01:00:00,NA,NA,Closed MON; SUN/18:00/00:00,,,N,,https://www.instagram.com/theundergroundginsociety/,,,,,,,,,,,,
303,Gaucho ,"bar, pub with music",no,7 Water street,Liverpool,L20RD,https://gauchorestaurants.com/restaurants/liverpool/,0151 702 9000,liverpool@gauchorestaurants.com,https://www.facebook.com/gaucholiverpool,NA,Rare Restaurants Ltd,,emailed,,NA,,Liverpool,England,"Live DJ, sax and percussion",,,,53.40670998,-2.992124109,,12:00:00,23:00:00,12:00:00,01:00:00,NA,NA,,,280,N,,https://www.instagram.com/gaucholiverpool/,,,,,,,,,,,,
304,Wild Inn,"bar, pub with music",no,38 Banks Road,Wirral,CH480RD,NA,07510 075235,admin@wildinnwk.com,https://www.facebook.com/WildInnwestkirby/?locale=en_GB,https://twitter.com/wildinn1?lang=en-GB,,,,,NA,,Wirral,England,Live Music 7 nights a week,,,,53.37153198,-3.184575194,,14:00:00,00:00:00,14:00:00,00:00:00,NA,NA,,,,,,https://www.instagram.com/wildinnwestkirby/?hl=en,,,,,,,,,,,,
305,West Kirby Tap,"bar, pub with music",no,"Grange Road, West Kirby ",Wirral,CH484DY,https://spittingfeathers.co.uk/west-kirby-tap/,0151 625 0350,drink@westkirbytap.co.uk,https://www.facebook.com/thewestkirbytap?locale=en_GB,https://twitter.com/WestKirbyTap,,,,,NA,,Wirral,England,Covers gigs,,,,53.37398528,-3.184900624,,12:00:00,23:00:00,12:00:00,23:30:00,NA,NA,SUN/12:00/22:00,,,,,https://www.instagram.com/westkirbytap/,,,,,,,,,,,,
306,The Wro Bar,"bar, pub with music",no,"Northwest House, Grange Road, West Kirby ",Wirral,CH484DY,https://the-wro.co.uk/,0151 625 2010,info@the-wro.co.uk,https://www.facebook.com/TheWro?locale=en_GB,NA,,,,,na,,Wirral,England ,Covers gigs,,,,53.37401327,-3.184832883,,13:00:00,23:00:00,13:00:00,23:00:00,NA,NA,Closed MON/TUE,,60,,,https://www.instagram.com/thewrobarloft/,,,,,,,,,,,,
